Compound_Name,CAS_Number,OECD_442C_DPRA_Depletion_%,OECD_442C_Status,OECD_442D_ARE_Nrf2_Fold,OECD_442E_hCLAT_MFI,InVivo_LLNA_EC3_%
Compound_1652,CAS-104956-2,75.7,Positive (>6.38%),0.8,93.1,3.04
Compound_1653,CAS-104959-3,72.8,Positive (>6.38%),1.32,43.5,0.97
Compound_1654,CAS-104962-4,60.7,Positive (>6.38%),0.8,79.2,5.03
Compound_1655,CAS-104965-5,75.9,Positive (>6.38%),10.43,60.2,2.26
Compound_1656,CAS-104968-6,62.0,Positive (>6.38%),5.27,34.9,9.57
Compound_1657,CAS-104971-7,72.2,Positive (>6.38%),1.97,244.8,7.06
Compound_1658,CAS-104974-8,97.5,Positive (>6.38%),0.81,52.3,4.71
Compound_1659,CAS-104977-9,46.4,Positive (>6.38%),8.67,109.0,2.26
Compound_1660,CAS-104980-0,93.6,Positive (>6.38%),1.35,87.8,1.18
Compound_1661,CAS-104983-1,97.5,Positive (>6.38%),0.8,723.9,7.48
Compound_1662,CAS-104986-2,65.9,Positive (>6.38%),2.65,89.3,3.33
Compound_1663,CAS-104989-3,21.8,Positive (>6.38%),9.21,20.0,1.27
Compound_1664,CAS-104992-4,55.1,Positive (>6.38%),0.8,20.0,1.09
Compound_1665,CAS-104995-5,97.0,Positive (>6.38%),0.87,160.8,0.9
Compound_1666,CAS-104998-6,68.0,Positive (>6.38%),8.92,164.6,7.51
Compound_1667,CAS-105001-7,46.5,Positive (>6.38%),0.8,97.7,1.3
Compound_1668,CAS-105004-8,57.4,Positive (>6.38%),0.8,101.8,3.74
Compound_1669,CAS-105007-9,87.0,Positive (>6.38%),2.7,20.0,3.0
Compound_1670,CAS-105010-0,80.5,Positive (>6.38%),6.33,130.8,4.33
Compound_1671,CAS-105013-1,63.2,Positive (>6.38%),2.07,126.5,10.48
Compound_1672,CAS-105016-2,60.4,Positive (>6.38%),15.5,29.2,10.12
Compound_1673,CAS-105019-3,59.9,Positive (>6.38%),3.64,20.0,3.0
Compound_1674,CAS-105022-4,48.2,Positive (>6.38%),0.8,23.7,0.08
Compound_1675,CAS-105025-5,99.9,Positive (>6.38%),15.5,20.0,2.78
Compound_1676,CAS-105028-6,61.4,Positive (>6.38%),1.68,169.4,4.66
Compound_1677,CAS-105031-7,95.3,Positive (>6.38%),1.08,39.4,4.08
Compound_1678,CAS-105034-8,99.9,Positive (>6.38%),2.61,52.1,5.27
Compound_1679,CAS-105037-9,90.5,Positive (>6.38%),1.16,34.3,0.84
Compound_1680,CAS-105040-0,59.0,Positive (>6.38%),0.8,569.9,5.2
Compound_1681,CAS-105043-1,77.4,Positive (>6.38%),0.8,347.1,1.01
Compound_1682,CAS-105046-2,68.0,Positive (>6.38%),1.91,47.2,6.94
Compound_1683,CAS-105049-3,48.6,Positive (>6.38%),5.8,71.4,2.07
Compound_1684,CAS-105052-4,75.6,Positive (>6.38%),2.72,42.4,6.19
Compound_1685,CAS-105055-5,42.6,Positive (>6.38%),15.5,121.9,0.25
Compound_1686,CAS-105058-6,94.6,Positive (>6.38%),1.08,20.0,2.62
Compound_1687,CAS-105061-7,58.3,Positive (>6.38%),1.05,200.3,6.1
Compound_1688,CAS-105064-8,72.9,Positive (>6.38%),0.8,133.3,1.29
Compound_1689,CAS-105067-9,74.7,Positive (>6.38%),0.8,412.0,7.93
Compound_1690,CAS-105070-0,62.8,Positive (>6.38%),1.07,32.3,4.98
Compound_1691,CAS-105073-1,81.4,Positive (>6.38%),5.04,293.4,4.43
Compound_1692,CAS-105076-2,58.1,Positive (>6.38%),7.56,282.6,2.18
Compound_1693,CAS-105079-3,87.7,Positive (>6.38%),11.82,24.5,3.29
Compound_1694,CAS-105082-4,38.9,Positive (>6.38%),0.85,91.5,4.55
Compound_1695,CAS-105085-5,71.3,Positive (>6.38%),6.82,33.6,3.2
Compound_1696,CAS-105088-6,99.9,Positive (>6.38%),1.27,52.9,5.99
Compound_1697,CAS-105091-7,46.5,Positive (>6.38%),0.8,55.0,2.84
Compound_1698,CAS-105094-8,53.6,Positive (>6.38%),6.53,146.2,1.13
Compound_1699,CAS-105097-9,79.8,Positive (>6.38%),3.23,95.4,1.2
Compound_1700,CAS-105100-0,72.5,Positive (>6.38%),0.8,531.2,0.03
Compound_1701,CAS-105103-1,76.2,Positive (>6.38%),1.8,24.3,1.79
Compound_1702,CAS-105106-2,79.3,Positive (>6.38%),1.08,654.8,6.91
Compound_1703,CAS-105109-3,82.5,Positive (>6.38%),4.27,47.2,7.9
Compound_1704,CAS-105112-4,92.9,Positive (>6.38%),1.93,266.8,1.13
Compound_1705,CAS-105115-5,77.5,Positive (>6.38%),14.51,74.5,15.98
Compound_1706,CAS-105118-6,63.2,Positive (>6.38%),0.8,27.8,3.49
Compound_1707,CAS-105121-7,83.3,Positive (>6.38%),1.4,351.2,12.44
Compound_1708,CAS-105124-8,99.9,Positive (>6.38%),2.1,66.5,6.13
Compound_1709,CAS-105127-9,65.6,Positive (>6.38%),2.24,193.6,6.41
Compound_1710,CAS-105130-0,47.1,Positive (>6.38%),1.22,150.4,0.44
Compound_1711,CAS-105133-1,92.9,Positive (>6.38%),4.18,114.9,1.24
Compound_1712,CAS-105136-2,65.9,Positive (>6.38%),6.65,123.3,0.04
Compound_1713,CAS-105139-3,20.7,Positive (>6.38%),8.94,237.2,6.3
Compound_1714,CAS-105142-4,87.1,Positive (>6.38%),5.23,20.0,2.11
Compound_1715,CAS-105145-5,56.7,Positive (>6.38%),6.08,198.6,7.72
Compound_1716,CAS-105148-6,66.5,Positive (>6.38%),2.56,407.1,2.07
Compound_1717,CAS-105151-7,75.8,Positive (>6.38%),5.59,20.0,8.56
Compound_1718,CAS-105154-8,72.7,Positive (>6.38%),1.16,27.3,0.7
Compound_1719,CAS-105157-9,84.1,Positive (>6.38%),1.63,227.0,0.95
Compound_1720,CAS-105160-0,58.9,Positive (>6.38%),1.22,103.5,2.08
Compound_1721,CAS-105163-1,79.8,Positive (>6.38%),2.02,93.0,2.63
Compound_1722,CAS-105166-2,62.8,Positive (>6.38%),1.08,26.5,2.14
Compound_1723,CAS-105169-3,84.8,Positive (>6.38%),10.43,127.2,7.21
Compound_1724,CAS-105172-4,82.0,Positive (>6.38%),1.2,24.4,0.51
Compound_1725,CAS-105175-5,47.9,Positive (>6.38%),0.8,116.5,2.16
Compound_1726,CAS-105178-6,92.4,Positive (>6.38%),2.39,259.6,9.08
Compound_1727,CAS-105181-7,56.7,Positive (>6.38%),0.8,53.8,0.35
Compound_1728,CAS-105184-8,86.3,Positive (>6.38%),0.8,118.0,14.27
Compound_1729,CAS-105187-9,76.6,Positive (>6.38%),0.8,869.5,21.46
Compound_1730,CAS-105190-0,99.9,Positive (>6.38%),2.0,208.9,0.46
Compound_1731,CAS-105193-1,63.6,Positive (>6.38%),1.82,331.4,1.72
Compound_1732,CAS-105196-2,60.8,Positive (>6.38%),5.15,96.5,2.33
Compound_1733,CAS-105199-3,68.1,Positive (>6.38%),4.3,262.9,7.49
Compound_1734,CAS-105202-4,61.8,Positive (>6.38%),1.78,20.0,4.53
Compound_1735,CAS-105205-5,86.1,Positive (>6.38%),1.3,23.6,5.17
Compound_1736,CAS-105208-6,32.9,Positive (>6.38%),1.22,40.9,7.08
Compound_1737,CAS-105211-7,45.3,Positive (>6.38%),4.76,92.5,0.63
Compound_1738,CAS-105214-8,45.0,Positive (>6.38%),0.8,336.4,8.96
Compound_1739,CAS-105217-9,89.4,Positive (>6.38%),0.8,76.5,6.11
Compound_1740,CAS-105220-0,99.9,Positive (>6.38%),5.08,191.4,4.31
Compound_1741,CAS-105223-1,66.2,Positive (>6.38%),2.08,222.4,11.02
Compound_1742,CAS-105226-2,64.8,Positive (>6.38%),0.8,158.8,6.02
Compound_1743,CAS-105229-3,70.0,Positive (>6.38%),0.86,79.6,1.13
Compound_1744,CAS-105232-4,94.1,Positive (>6.38%),8.63,154.9,2.81
Compound_1745,CAS-105235-5,48.1,Positive (>6.38%),6.28,75.4,3.41
Compound_1746,CAS-105238-6,73.7,Positive (>6.38%),3.96,20.0,0.28
Compound_1747,CAS-105241-7,90.0,Positive (>6.38%),2.11,888.2,15.47
Compound_1748,CAS-105244-8,79.5,Positive (>6.38%),2.35,24.5,0.69
Compound_1749,CAS-105247-9,72.7,Positive (>6.38%),11.84,20.0,5.98
Compound_1750,CAS-105250-0,90.5,Positive (>6.38%),10.8,379.5,3.53
Compound_1751,CAS-105253-1,9.0,Positive (>6.38%),0.8,64.7,0.13
Compound_1752,CAS-105256-2,83.4,Positive (>6.38%),5.33,189.1,12.93
Compound_1753,CAS-105259-3,54.1,Positive (>6.38%),0.8,71.8,9.55
Compound_1754,CAS-105262-4,28.2,Positive (>6.38%),0.8,89.4,3.71
Compound_1755,CAS-105265-5,79.7,Positive (>6.38%),3.61,54.7,1.3
Compound_1756,CAS-105268-6,98.7,Positive (>6.38%),1.66,75.6,0.65
Compound_1757,CAS-105271-7,65.5,Positive (>6.38%),8.58,95.2,2.26
Compound_1758,CAS-105274-8,89.5,Positive (>6.38%),0.8,229.4,1.47
Compound_1759,CAS-105277-9,99.9,Positive (>6.38%),2.29,129.0,3.53
Compound_1760,CAS-105280-0,97.4,Positive (>6.38%),8.02,517.4,16.97
Compound_1761,CAS-105283-1,99.9,Positive (>6.38%),7.5,20.0,4.28
Compound_1762,CAS-105286-2,84.8,Positive (>6.38%),0.8,125.9,11.03
Compound_1763,CAS-105289-3,70.2,Positive (>6.38%),1.46,158.0,5.26
Compound_1764,CAS-105292-4,33.3,Positive (>6.38%),3.09,455.1,3.22
Compound_1765,CAS-105295-5,63.1,Positive (>6.38%),0.8,20.0,9.64
Compound_1766,CAS-105298-6,49.9,Positive (>6.38%),11.02,153.4,3.19
Compound_1767,CAS-105301-7,99.9,Positive (>6.38%),7.88,345.9,10.15
Compound_1768,CAS-105304-8,64.6,Positive (>6.38%),0.8,49.9,1.72
Compound_1769,CAS-105307-9,71.2,Positive (>6.38%),0.8,376.2,0.69
Compound_1770,CAS-105310-0,80.6,Positive (>6.38%),0.8,20.0,9.67
Compound_1771,CAS-105313-1,69.5,Positive (>6.38%),7.69,237.3,4.43
Compound_1772,CAS-105316-2,99.9,Positive (>6.38%),0.8,486.9,11.0
Compound_1773,CAS-105319-3,54.8,Positive (>6.38%),1.72,192.7,13.89
Compound_1774,CAS-105322-4,72.8,Positive (>6.38%),1.91,104.1,0.28
Compound_1775,CAS-105325-5,52.2,Positive (>6.38%),2.92,20.0,3.48
Compound_1776,CAS-105328-6,39.5,Positive (>6.38%),0.8,454.9,2.35
Compound_1777,CAS-105331-7,55.0,Positive (>6.38%),0.82,114.4,4.92
Compound_1778,CAS-105334-8,67.7,Positive (>6.38%),8.58,20.0,7.89
Compound_1779,CAS-105337-9,59.1,Positive (>6.38%),7.65,210.7,1.65
Compound_1780,CAS-105340-0,53.3,Positive (>6.38%),4.86,118.3,4.07
Compound_1781,CAS-105343-1,37.6,Positive (>6.38%),0.8,23.9,6.17
Compound_1782,CAS-105346-2,66.7,Positive (>6.38%),1.27,43.4,0.72
Compound_1783,CAS-105349-3,35.4,Positive (>6.38%),3.16,20.0,8.41
Compound_1784,CAS-105352-4,85.2,Positive (>6.38%),1.03,153.7,4.66
Compound_1785,CAS-105355-5,70.3,Positive (>6.38%),7.69,175.1,14.93
Compound_1786,CAS-105358-6,36.4,Positive (>6.38%),3.22,126.8,2.07
Compound_1787,CAS-105361-7,61.7,Positive (>6.38%),0.8,305.8,0.57
Compound_1788,CAS-105364-8,52.0,Positive (>6.38%),7.67,355.2,3.53
Compound_1789,CAS-105367-9,75.5,Positive (>6.38%),10.13,172.1,0.45
Compound_1790,CAS-105370-0,98.0,Positive (>6.38%),0.8,20.0,17.45
Compound_1791,CAS-105373-1,27.2,Positive (>6.38%),2.43,213.9,0.2
Compound_1792,CAS-105376-2,71.0,Positive (>6.38%),1.16,97.4,7.0
Compound_1793,CAS-105379-3,65.0,Positive (>6.38%),1.6,150.1,3.72
Compound_1794,CAS-105382-4,83.3,Positive (>6.38%),0.8,188.5,2.3
Compound_1795,CAS-105385-5,73.2,Positive (>6.38%),2.76,77.6,0.34
Compound_1796,CAS-105388-6,52.0,Positive (>6.38%),10.14,448.2,4.87
Compound_1797,CAS-105391-7,61.5,Positive (>6.38%),2.24,25.9,4.4
Compound_1798,CAS-105394-8,51.0,Positive (>6.38%),0.8,200.4,1.65
Compound_1799,CAS-105397-9,92.2,Positive (>6.38%),3.1,20.0,12.05
Compound_1800,CAS-105400-0,69.0,Positive (>6.38%),1.33,465.4,1.81
Compound_1801,CAS-105403-1,99.9,Positive (>6.38%),6.2,21.5,2.99
Compound_1802,CAS-105406-2,67.2,Positive (>6.38%),1.83,20.0,3.92
Compound_1803,CAS-105409-3,52.9,Positive (>6.38%),0.8,72.9,0.53
Compound_1804,CAS-105412-4,35.2,Positive (>6.38%),0.8,84.2,13.45
Compound_1805,CAS-105415-5,28.8,Positive (>6.38%),4.69,43.4,2.35
Compound_1806,CAS-105418-6,33.6,Positive (>6.38%),0.99,158.4,0.42
Compound_1807,CAS-105421-7,74.4,Positive (>6.38%),4.66,105.3,2.45
Compound_1808,CAS-105424-8,79.7,Positive (>6.38%),0.8,20.0,4.58
Compound_1809,CAS-105427-9,33.7,Positive (>6.38%),1.24,69.3,3.6
Compound_1810,CAS-105430-0,88.2,Positive (>6.38%),2.0,299.3,5.93
Compound_1811,CAS-105433-1,57.9,Positive (>6.38%),9.18,210.6,0.29
Compound_1812,CAS-105436-2,71.7,Positive (>6.38%),8.59,232.3,1.67
Compound_1813,CAS-105439-3,99.9,Positive (>6.38%),0.8,215.6,8.55
Compound_1814,CAS-105442-4,88.2,Positive (>6.38%),1.42,67.0,0.42
Compound_1815,CAS-105445-5,62.6,Positive (>6.38%),0.8,20.0,9.67
Compound_1816,CAS-105448-6,48.9,Positive (>6.38%),2.28,57.3,0.48
Compound_1817,CAS-105451-7,21.2,Positive (>6.38%),1.98,320.9,8.99
Compound_1818,CAS-105454-8,52.7,Positive (>6.38%),7.39,708.5,2.24
Compound_1819,CAS-105457-9,63.9,Positive (>6.38%),8.51,122.6,4.74
Compound_1820,CAS-105460-0,46.8,Positive (>6.38%),1.55,20.0,0.83
Compound_1821,CAS-105463-1,65.6,Positive (>6.38%),2.17,27.2,0.34
Compound_1822,CAS-105466-2,70.2,Positive (>6.38%),7.25,70.0,1.22
Compound_1823,CAS-105469-3,63.6,Positive (>6.38%),5.26,155.5,0.68
Compound_1824,CAS-105472-4,54.2,Positive (>6.38%),0.8,20.0,1.87
Compound_1825,CAS-105475-5,72.2,Positive (>6.38%),1.23,516.8,3.61
Compound_1826,CAS-105478-6,78.2,Positive (>6.38%),1.75,81.8,4.44
Compound_1827,CAS-105481-7,44.5,Positive (>6.38%),0.84,438.7,7.8
Compound_1828,CAS-105484-8,99.5,Positive (>6.38%),0.8,273.0,5.34
Compound_1829,CAS-105487-9,66.3,Positive (>6.38%),0.8,253.5,4.69
Compound_1830,CAS-105490-0,68.9,Positive (>6.38%),3.3,168.0,2.65
Compound_1831,CAS-105493-1,84.1,Positive (>6.38%),0.97,177.4,3.21
Compound_1832,CAS-105496-2,73.6,Positive (>6.38%),0.8,182.9,2.68
Compound_1833,CAS-105499-3,89.5,Positive (>6.38%),0.84,178.3,9.23
Compound_1834,CAS-105502-4,74.8,Positive (>6.38%),5.18,145.2,1.31
Compound_1835,CAS-105505-5,55.0,Positive (>6.38%),6.1,773.8,0.03
Compound_1836,CAS-105508-6,76.5,Positive (>6.38%),2.11,237.2,5.27
Compound_1837,CAS-105511-7,43.3,Positive (>6.38%),1.72,270.1,1.13
Compound_1838,CAS-105514-8,70.9,Positive (>6.38%),12.19,370.7,11.04
Compound_1839,CAS-105517-9,67.8,Positive (>6.38%),0.8,43.7,9.8
Compound_1840,CAS-105520-0,63.9,Positive (>6.38%),0.8,20.0,0.4
Compound_1841,CAS-105523-1,65.7,Positive (>6.38%),1.1,118.7,0.56
Compound_1842,CAS-105526-2,27.1,Positive (>6.38%),0.8,129.9,3.42
Compound_1843,CAS-105529-3,56.4,Positive (>6.38%),1.53,318.1,4.7
Compound_1844,CAS-105532-4,70.5,Positive (>6.38%),7.74,105.6,1.61
Compound_1845,CAS-105535-5,72.0,Positive (>6.38%),3.06,152.3,6.31
Compound_1846,CAS-105538-6,45.9,Positive (>6.38%),1.7,134.8,4.52
Compound_1847,CAS-105541-7,96.3,Positive (>6.38%),8.72,20.0,1.96
Compound_1848,CAS-105544-8,49.4,Positive (>6.38%),0.8,171.9,0.13
Compound_1849,CAS-105547-9,89.8,Positive (>6.38%),0.8,316.9,6.93
Compound_1850,CAS-105550-0,77.9,Positive (>6.38%),2.67,30.8,1.21
Compound_1851,CAS-105553-1,54.3,Positive (>6.38%),3.06,162.4,8.99
Compound_1852,CAS-105556-2,99.9,Positive (>6.38%),0.8,162.1,2.73
Compound_1853,CAS-105559-3,42.2,Positive (>6.38%),1.65,32.3,4.3
Compound_1854,CAS-105562-4,88.7,Positive (>6.38%),3.35,23.7,10.32
Compound_1855,CAS-105565-5,90.5,Positive (>6.38%),3.83,704.6,9.96
Compound_1856,CAS-105568-6,53.7,Positive (>6.38%),3.25,90.1,2.32
Compound_1857,CAS-105571-7,99.1,Positive (>6.38%),1.24,46.4,1.17
Compound_1858,CAS-105574-8,63.0,Positive (>6.38%),0.8,33.8,7.46
Compound_1859,CAS-105577-9,74.9,Positive (>6.38%),1.78,198.3,2.84
Compound_1860,CAS-105580-0,74.2,Positive (>6.38%),0.8,169.2,1.07
Compound_1861,CAS-105583-1,65.5,Positive (>6.38%),9.44,185.7,11.74
Compound_1862,CAS-105586-2,86.3,Positive (>6.38%),2.06,20.0,1.1
Compound_1863,CAS-105589-3,86.0,Positive (>6.38%),1.22,403.2,0.13
Compound_1864,CAS-105592-4,30.0,Positive (>6.38%),4.65,88.8,0.1
Compound_1865,CAS-105595-5,97.2,Positive (>6.38%),2.2,67.7,4.87
Compound_1866,CAS-105598-6,31.9,Positive (>6.38%),1.19,111.7,5.42
Compound_1867,CAS-105601-7,91.2,Positive (>6.38%),5.35,89.0,1.86
Compound_1868,CAS-105604-8,93.3,Positive (>6.38%),6.46,358.6,1.93
Compound_1869,CAS-105607-9,44.5,Positive (>6.38%),3.58,476.8,2.07
Compound_1870,CAS-105610-0,59.5,Positive (>6.38%),0.8,65.1,5.7
Compound_1871,CAS-105613-1,44.2,Positive (>6.38%),2.67,359.0,0.3
Compound_1872,CAS-105616-2,63.8,Positive (>6.38%),4.61,273.8,13.23
Compound_1873,CAS-105619-3,61.7,Positive (>6.38%),0.8,480.8,1.26
Compound_1874,CAS-105622-4,85.7,Positive (>6.38%),0.83,50.8,35.0
Compound_1875,CAS-105625-5,97.3,Positive (>6.38%),6.85,154.9,0.94
Compound_1876,CAS-105628-6,99.2,Positive (>6.38%),0.8,57.8,7.38
Compound_1877,CAS-105631-7,56.1,Positive (>6.38%),4.47,312.8,1.26
Compound_1878,CAS-105634-8,63.9,Positive (>6.38%),2.05,20.0,0.42
Compound_1879,CAS-105637-9,31.5,Positive (>6.38%),1.89,149.8,10.39
Compound_1880,CAS-105640-0,50.8,Positive (>6.38%),0.8,74.6,9.79
Compound_1881,CAS-105643-1,89.7,Positive (>6.38%),5.48,70.1,2.58
Compound_1882,CAS-105646-2,99.9,Positive (>6.38%),1.43,186.4,6.06
Compound_1883,CAS-105649-3,41.3,Positive (>6.38%),2.49,343.3,4.07
Compound_1884,CAS-105652-4,55.5,Positive (>6.38%),3.62,169.1,9.59
Compound_1885,CAS-105655-5,67.9,Positive (>6.38%),3.88,345.3,1.89
Compound_1886,CAS-105658-6,74.7,Positive (>6.38%),9.99,55.3,3.71
Compound_1887,CAS-105661-7,50.7,Positive (>6.38%),2.43,131.9,3.32
Compound_1888,CAS-105664-8,77.8,Positive (>6.38%),1.63,107.8,2.18
Compound_1889,CAS-105667-9,58.1,Positive (>6.38%),9.83,20.0,11.1
Compound_1890,CAS-105670-0,68.2,Positive (>6.38%),3.29,146.5,0.91
Compound_1891,CAS-105673-1,80.5,Positive (>6.38%),1.13,195.0,0.81
Compound_1892,CAS-105676-2,68.6,Positive (>6.38%),0.8,161.3,4.3
Compound_1893,CAS-105679-3,58.9,Positive (>6.38%),5.92,239.9,5.36
Compound_1894,CAS-105682-4,66.1,Positive (>6.38%),1.44,152.5,1.08
Compound_1895,CAS-105685-5,66.6,Positive (>6.38%),3.46,20.0,2.48
Compound_1896,CAS-105688-6,60.4,Positive (>6.38%),2.04,22.3,14.65
Compound_1897,CAS-105691-7,62.8,Positive (>6.38%),0.8,163.4,1.42
Compound_1898,CAS-105694-8,99.9,Positive (>6.38%),2.95,57.9,5.52
Compound_1899,CAS-105697-9,80.8,Positive (>6.38%),0.8,20.0,6.74
Compound_1900,CAS-105700-0,62.0,Positive (>6.38%),1.71,101.1,2.97
Compound_1901,CAS-105703-1,83.8,Positive (>6.38%),2.53,145.5,13.87
Compound_1902,CAS-105706-2,61.2,Positive (>6.38%),1.83,71.7,6.67
Compound_1903,CAS-105709-3,94.3,Positive (>6.38%),4.42,229.4,3.06
Compound_1904,CAS-105712-4,76.6,Positive (>6.38%),5.63,185.8,4.21
Compound_1905,CAS-105715-5,66.1,Positive (>6.38%),4.72,72.8,5.9
Compound_1906,CAS-105718-6,78.3,Positive (>6.38%),0.8,253.1,4.48
Compound_1907,CAS-105721-7,33.9,Positive (>6.38%),0.8,188.3,10.55
Compound_1908,CAS-105724-8,43.7,Positive (>6.38%),2.46,182.6,2.21
Compound_1909,CAS-105727-9,42.2,Positive (>6.38%),8.74,145.1,1.78
Compound_1910,CAS-105730-0,71.6,Positive (>6.38%),5.76,20.0,1.2
Compound_1911,CAS-105733-1,99.9,Positive (>6.38%),5.92,214.6,0.19
Compound_1912,CAS-105736-2,99.9,Positive (>6.38%),1.16,84.9,0.22
Compound_1913,CAS-105739-3,82.5,Positive (>6.38%),1.8,514.4,10.2
Compound_1914,CAS-105742-4,79.5,Positive (>6.38%),2.04,306.7,5.67
Compound_1915,CAS-105745-5,28.9,Positive (>6.38%),0.8,159.5,5.4
Compound_1916,CAS-105748-6,56.6,Positive (>6.38%),0.8,52.3,4.77
Compound_1917,CAS-105751-7,51.2,Positive (>6.38%),9.39,41.0,9.46
Compound_1918,CAS-105754-8,54.8,Positive (>6.38%),0.88,74.9,3.27
Compound_1919,CAS-105757-9,64.8,Positive (>6.38%),0.88,116.5,10.22
Compound_1920,CAS-105760-0,58.1,Positive (>6.38%),0.8,63.2,2.23
Compound_1921,CAS-105763-1,25.0,Positive (>6.38%),8.44,130.2,13.07
Compound_1922,CAS-105766-2,85.0,Positive (>6.38%),2.77,32.5,6.0
Compound_1923,CAS-105769-3,44.9,Positive (>6.38%),3.52,684.7,1.49
Compound_1924,CAS-105772-4,73.8,Positive (>6.38%),7.76,20.6,4.15
Compound_1925,CAS-105775-5,99.9,Positive (>6.38%),1.36,483.7,3.81
Compound_1926,CAS-105778-6,48.3,Positive (>6.38%),3.11,440.7,0.74
Compound_1927,CAS-105781-7,12.8,Positive (>6.38%),0.8,134.1,4.47
Compound_1928,CAS-105784-8,62.2,Positive (>6.38%),0.8,232.3,1.89
Compound_1929,CAS-105787-9,92.7,Positive (>6.38%),5.69,103.1,0.27
Compound_1930,CAS-105790-0,99.9,Positive (>6.38%),4.66,179.0,14.85
Compound_1931,CAS-105793-1,41.4,Positive (>6.38%),1.38,74.9,5.13
Compound_1932,CAS-105796-2,79.4,Positive (>6.38%),1.51,64.5,10.47
Compound_1933,CAS-105799-3,58.3,Positive (>6.38%),2.44,155.4,5.64
Compound_1934,CAS-105802-4,66.2,Positive (>6.38%),0.8,124.1,2.21
Compound_1935,CAS-105805-5,99.9,Positive (>6.38%),0.88,156.0,3.59
Compound_1936,CAS-105808-6,35.4,Positive (>6.38%),0.8,60.8,5.63
Compound_1937,CAS-105811-7,74.1,Positive (>6.38%),0.92,82.3,16.13
Compound_1938,CAS-105814-8,78.8,Positive (>6.38%),5.25,20.0,1.46
Compound_1939,CAS-105817-9,92.4,Positive (>6.38%),1.05,20.0,10.4
Compound_1940,CAS-105820-0,70.7,Positive (>6.38%),0.8,52.6,12.89
Compound_1941,CAS-105823-1,75.3,Positive (>6.38%),2.25,20.0,5.55
Compound_1942,CAS-105826-2,59.9,Positive (>6.38%),6.42,20.0,13.39
Compound_1943,CAS-105829-3,74.4,Positive (>6.38%),0.88,301.7,2.54
Compound_1944,CAS-105832-4,60.9,Positive (>6.38%),0.8,20.0,15.29
Compound_1945,CAS-105835-5,82.2,Positive (>6.38%),1.41,193.6,6.07
Compound_1946,CAS-105838-6,60.4,Positive (>6.38%),4.41,57.3,0.21
Compound_1947,CAS-105841-7,76.8,Positive (>6.38%),2.56,369.4,11.87
Compound_1948,CAS-105844-8,67.9,Positive (>6.38%),5.43,119.4,3.31
Compound_1949,CAS-105847-9,93.3,Positive (>6.38%),10.27,65.6,3.08
Compound_1950,CAS-105850-0,67.4,Positive (>6.38%),5.03,131.2,4.18
Compound_1951,CAS-105853-1,29.5,Positive (>6.38%),2.96,86.6,0.81
Compound_1952,CAS-105856-2,96.3,Positive (>6.38%),2.18,149.5,3.17
Compound_1953,CAS-105859-3,48.6,Positive (>6.38%),0.8,21.9,8.89
Compound_1954,CAS-105862-4,54.1,Positive (>6.38%),13.3,1045.1,0.08
Compound_1955,CAS-105865-5,55.4,Positive (>6.38%),1.55,99.8,1.59
Compound_1956,CAS-105868-6,98.7,Positive (>6.38%),0.8,77.1,0.01
Compound_1957,CAS-105871-7,21.5,Positive (>6.38%),3.52,222.9,2.69
Compound_1958,CAS-105874-8,99.9,Positive (>6.38%),1.07,81.4,6.52
Compound_1959,CAS-105877-9,91.7,Positive (>6.38%),2.82,322.5,8.02
Compound_1960,CAS-105880-0,73.4,Positive (>6.38%),2.83,109.0,14.52
Compound_1961,CAS-105883-1,67.3,Positive (>6.38%),1.89,228.9,4.69
Compound_1962,CAS-105886-2,74.8,Positive (>6.38%),5.79,20.5,1.47
Compound_1963,CAS-105889-3,80.0,Positive (>6.38%),0.99,336.9,12.89
Compound_1964,CAS-105892-4,82.7,Positive (>6.38%),1.91,239.5,7.47
Compound_1965,CAS-105895-5,80.7,Positive (>6.38%),2.47,42.8,4.27
Compound_1966,CAS-105898-6,70.5,Positive (>6.38%),3.49,28.3,5.95
Compound_1967,CAS-105901-7,64.2,Positive (>6.38%),4.9,68.4,12.91
Compound_1968,CAS-105904-8,65.2,Positive (>6.38%),1.61,671.9,6.23
Compound_1969,CAS-105907-9,64.2,Positive (>6.38%),3.32,53.4,2.3
Compound_1970,CAS-105910-0,93.4,Positive (>6.38%),0.8,109.6,6.24
Compound_1971,CAS-105913-1,81.6,Positive (>6.38%),8.63,20.0,0.21
Compound_1972,CAS-105916-2,3.8,Positive (>6.38%),1.55,91.1,2.44
Compound_1973,CAS-105919-3,82.9,Positive (>6.38%),4.18,152.5,2.61
Compound_1974,CAS-105922-4,72.8,Positive (>6.38%),0.8,550.8,0.91
Compound_1975,CAS-105925-5,68.1,Positive (>6.38%),0.8,130.9,0.12
Compound_1976,CAS-105928-6,60.0,Positive (>6.38%),2.14,307.8,0.72
Compound_1977,CAS-105931-7,93.2,Positive (>6.38%),6.74,142.6,5.32
Compound_1978,CAS-105934-8,89.3,Positive (>6.38%),2.4,20.0,8.1
Compound_1979,CAS-105937-9,51.5,Positive (>6.38%),8.5,68.1,22.2
Compound_1980,CAS-105940-0,77.5,Positive (>6.38%),2.12,154.3,2.13
Compound_1981,CAS-105943-1,47.1,Positive (>6.38%),2.16,541.4,4.57
Compound_1982,CAS-105946-2,38.1,Positive (>6.38%),0.8,352.8,13.83
